agent_id,agent_name,Assassin 1.1,Assassin 1.2,Assassin 1.3,Assassin 1.4,Assassin 1.5,Assassin 1.6,Assassin Slot 2.1,Assassin Slot 2.2,Assassin Slot 2.3,Assassin Slot 2.4,Assassin Slot 2.5,Assassin Slot 2.6,Berserker 1.1,Berserker 1.2,Berserker 1.3,Berserker 1.4,Berserker 1.5,Berserker 1.6,Berserker Slot 2.1,Berserker Slot 2.2,Berserker Slot 2.3,Berserker Slot 2.4,Berserker Slot 2.5,Berserker Slot 2.6,Biosculptor 1.1,Biosculptor 1.2,Biosculptor 1.3,Biosculptor 1.4,Biosculptor 1.5,Biosculptor 1.6,Biosculptor Slot 2.1,Biosculptor Slot 2.2,Biosculptor Slot 2.3,Biosculptor Slot 2.4,Biosculptor Slot 2.5,Biosculptor Slot 2.6,Engineer 1.1,Engineer 1.2,Engineer 1.3,Engineer 1.4,Engineer 1.5,Engineer 1.6,Engineer Slot 2.1,Engineer Slot 2.2,Engineer Slot 2.3,Engineer Slot 2.4,Engineer Slot 2.5,Engineer Slot 2.6,Explorer 1.1,Explorer 1.2,Explorer 1.3,Explorer 1.4,Explorer 1.5,Explorer 1.6,Explorer Slot 2.1,Explorer Slot 2.2,Explorer Slot 2.3,Explorer Slot 2.4,Explorer Slot 2.5,Explorer Slot 2.6,Sniper 1.1,Sniper 1.2,Sniper 1.3,Sniper 1.4,Sniper 1.5,Sniper 1.6,Sniper Slot 2.1,Sniper Slot 2.2,Sniper Slot 2.3,Sniper Slot 2.4,Sniper Slot 2.5,Sniper Slot 2.6,Paladin 1.1,Paladin 1.2,Paladin 1.3,Paladin 1.4,Paladin 1.5,Paladin 1.6,Paladin Slot 2.1,Paladin Slot 2.2,Paladin Slot 2.3,Paladin Slot 2.4,Paladin Slot 2.5,Paladin Slot 2.6,Sentinel 1.1,Sentinel 1.2,Sentinel 1.3,Sentinel 1.4,Sentinel 1.5,Sentinel 1.6,Sentinel Slot 2.1,Sentinel Slot 2.2,Sentinel Slot 2.3,Sentinel Slot 2.4,Sentinel Slot 2.5,Sentinel Slot 2.6,Trapmaster 1.1,Trapmaster 1.2,Trapmaster 1.3,Trapmaster 1.4,Trapmaster 1.5,Trapmaster 1.6,Trapmaster Slot 2.1,Trapmaster Slot 2.2,Trapmaster Slot 2.3,Trapmaster Slot 2.4,Trapmaster Slot 2.5,Trapmaster Slot 2.6
3439,Professor Dawnwhisper-Sapphirethorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Moment,Nimble,Shard Research,Shard Frenzy,Cheat Code,Haste,Pulsar,Repositioning,Speedrun,Marathoner,Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Fortify,Bulwark,Guardian,Resolute,Turtle Up,Immovable,Combat Training,Royal Guard,Beefup,Praetorian,Warden,Shadow of Darkness,Vanishing Act,Sidestep,Quick Thinker,Decoy,Junior,Blur,Elemental Velocity,Freshman,Scouting Drones,Elemental Extraction,Brain Drain
2060,Theonara Cyrithar from Forod Calyrestrond,Shadow of Darkness,Twilight Blade,Night Edge,Shadow of the Moon,Meditation,Shadow of the Imp,Blur,Chaos Surfer,Shadow of the Bat,Lethal Focus,Bedlam,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Scent of Weakness,Aegis,Forbidden Knowledge,Blast Armor,Brain Drain,Muse,Sightsee,Deep Insights,Revelation,Senior,Quantum Core,Flux,Haste,Nimble,Sharder Mk II,Home Field Advantage,Accelerate,Fast Travel,Sharder Mk I,Shard Research,Speedrun,Cheat Code,Shard Frenzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,Dalnikov-Duval from Piercing Vraeskall,Blood Sport,Twilight Blade,Chaos Surfer,Meditation,Bedlam,Midnight Whisper,Blur,Vanishing Act,Lethal Focus,Leg Day,Shadow of the Moon,Shadow of the Imp,,,,,,,,,,,,,Extract Essence,Breath I,Fortified Muscles,Metamorphosis,Regenerative Plates,Lightspeed,Flux,Podiatric Nanobots,Harvesting Augment,Nanomedics,Harvesting Sensors,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Ammo,Deadeye,Resourceful,High Velocity Shells,Boots of the Dervish,Skedaddle,Charged Ammo,Hyper Propulsion,Concealment,Repositioning,Fast Feet,Deadshot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Favreau from the Fertile Mangrove Swamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Eagle Eye,Sprinting Burst,Speed Loader,Resourceful,Boots of the Dervish,Fragmenting Ammo,Marksman,Barbed Ammo,Repositioning,High Velocity Shells,Skedaddle,,,,,,,,,,,,,Fortify,Combat Training,Beef,Beefup,Aegis,Turtle Up,Order Armor,Armored Backpack,Guardian,Resolute,Planned Retreat,Warden,Blur,Cloaking Drone,Shadow of Darkness,Sophomore,Freshman,Scouting Drones,Elemental Velocity,Vanishing Act,Sidestep,Quick Thinker,Fade Into The Night,Revelation
2467,The Dominant Duc Bisset-Bouvier,Blur,Shadow of Darkness,Meditation,Shadow of the Bat,Leg Day,Pandemonium,Chaos Diver,Blood Sport,Bedlam,Shadow of the Moon,Night Edge,Midnight Whisper,,,,,,,,,,,,,Flux,Bioreloader,Harvesting Augment,Reactive Healing,Metamorphosis,Breath IV,Picomedics,Extra Phalanges,Harvesting Sensors,Health Augment,Accelerate,Rapid Regeneration,Sightsee,Fortify,Forbidden Knowledge,Deep Insights,Senior,Brain Drain,Mainframe,Overclock,Shardstorm Accelerant,Revelation,Reinforcing Plates,Fleeting Genius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,"Aalis Le Sueur, Monsieur of Rescue",Chaos Diver,Twilight Blade,Vanishing Act,Night Edge,Shadow of the Bat,Sidestep,Blur,Blood Sport,Shadow of Darkness,Bedlam,Shadow of the Moon,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flux,Sharder Mk I,Pulsar,Nimble,Shard Research,Cheat Code,Haste,Moment,Sharder Mk II,Cover Expert,Accelerate,Shard Frenzy,,,,,,,,,,,,,Picomedics,Whirlwind,Battle School Faculty,Titan Blood,Room to Grow,Hunter,Breath I,Arm of Justice,Light's Embrace,Breath II,Breath IV,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
3711,Marquis Isambart,Vanishing Act,Blur,Shadow of the Bat,Night Edge,Bedlam,Midnight Whisper,Twilight Blade,Lethal Focus,Shadow of the Moon,Leg Day,Shadow of the Imp,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charged Ammo,Hyper Ammo,Sprinting Burst,Speed Loader,Repositioning,Ascertain Weakness,Fragmenting Ammo,Marksman,Barbed Ammo,Resourceful,Boots of the Dervish,Skedaddle,,,,,,,,,,,,,Beef,Armored Backpack,Resolute,Guardian,Beefup,Turtle Up,Order Armor,Combat Training,Bulwark,Aegis,Warden,Reinforcing Plates,,,,,,,,,,,,
3041,"Stratior-Antonius, Aedile of Harmonious",Chaos Diver,Shadow of Darkness,Lethal Focus,Sidestep,Meditation,Shadow of the Imp,Vanishing Act,Blur,Shadow of the Moon,Bedlam,Shadow of the Bat,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Dimension Shift,Nimble,Speedrun,Matrix Building,Shard Frenzy,Haste,Sharder Mk II,Time Warp,Shard Research,Accelerate,Cheat Code,,,,,,,,,,,,,Breath I,Battle School Faculty,Arm of Justice,Light's Embrace,Room to Grow,Breath IV,Powered Weapon,Breath II,Whirlwind,Gift of the Shards,Steel Tornado,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
3725,Colossal Sheriff Adélaïde Roussillon,,,,,,,,,,,,,Anarchy,Chaos Surfer,Micro Explosives,War Cry,Thrill of Battle,"Gym, Tan, Laundry",Enhanced Strength,Frenzy,Drums of War,Madhouse,Seethe,Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Moment,Fast Feet,Nimble,Dimension Shift,Accelerate,Sharder Mk I,Pulsar,Home Field Advantage,Shard Research,Sharder Mk II,"Creighton, AI Advisor",,,,,,,,,,,,,,,,,,,,,,,,,Beef,Order Armor,Armored Backpack,Aegis,Planned Retreat,Reinforcing Plates,Momentum,Fortify,Royal Guard,Beefup,Turtle Up,Warden,,,,,,,,,,,,
2326,Domrek from Brunnheimr,,,,,,,,,,,,,Chaos Surfer,Durasteel Haft,Kabooooom!,Thrill of Battle,Micro Explosives,Madhouse,Enhanced Strength,Seethe,Drums of War,Titan's Force,War Cry,Brute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picomedics,The Guilty Flee,Valor's Reward,Battle School Faculty,Breath IV,Steel Tornado,Breath I,Whirlwind,Breath II,Room to Grow,Hunter,Light's Avatar,,,,,,,,,,,,,Shadow of Darkness,Cloaking Drone,Freshman,Fade Into The Night,Junior,Revelation,Blur,Scouting Drones,Sophomore,Now You See Me...,Brain Drain,Elemental Extraction
1501,Sous-chef Vérianne Leclair,,,,,,,,,,,,,Battle Roar,Enhanced Strength,Chaos Surfer,Madhouse,Seethe,Primal Scream,Anarchy,Durasteel Haft,Drums of War,War Cry,"Gym, Tan, Laundry",Brute,,,,,,,,,,,,,,,,,,,,,,,,,Haste,Flux,Fast Feet,Time Warp,Repositioning,Accelerate,Sharder Mk I,Sharder Mk II,Nimble,Home Field Advantage,Opportunity Window,Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow of Darkness,Cloaking Drone,Sidestep,Quick Thinker,Freshman,Junior,Blur,Elemental Velocity,Sophomore,Decoy,Elemental Extraction,Brain Drain
2157,Dreadshadow from the Coastal Plain,,,,,,,,,,,,,Enhanced Strength,Chaos Surfer,Micro Explosives,Titan's Force,"Gym, Tan, Laundry",Primal Scream,Battle Roar,Madhouse,Kabooooom!,Thrill of Battle,Brute,Heavy Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Order Armor,Immovable,Beefup,Resolute,Turtle Up,Armored Backpack,Combat Training,Bulwark,Guardian,Aegis,Warden,Shadow of Darkness,Fog Trap,Decoy,Freshman,Elemental Extraction,Brain Drain,Vanishing Act,Fade Into The Night,Sidestep,Sophomore,Revelation,Blurring Movement
1942,Guardian Thorian Stardust,Shadow of Darkness,Blur,Bedlam,Night Edge,Lethal Focus,Pandemonium,Vanishing Act,Sidestep,Leg Day,Shadow of the Bat,Shadow of the Moon,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Marksman,Hyper Ammo,Resourceful,Barbed Ammo,Repositioning,Hyper Propulsion,Deadeye,Fast Feet,Concealment,High Velocity Shells,Speed Loader,,,,,,,,,,,,,Momentum,Honor Guard,Immovable,Guardian,Planned Retreat,Warden,Beef,Fortify,Resolute,Royal Guard,Beefup,Turtle Up,,,,,,,,,,,,
2775,Drakos from Fjordhrafn,,,,,,,,,,,,,Enhanced Strength,Durasteel Haft,Madhouse,Seethe,Primal Scream,Heavy Hands,Anarchy,Kabooooom!,Thrill of Battle,Drums of War,Brute,"Gym, Tan, Laundry",,,,,,,,,,,,,,,,,,,,,,,,,Haste,Shard Research,Pulsar,Time Warp,Speedrun,"Creighton, AI Advisor",Nimble,Sharder Mk II,Moment,Cover Expert,Cheat Code,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Combat Training,Beef,Resolute,Aegis,Warden,Praetorian,Momentum,Royal Guard,Beefup,Guardian,Turtle Up,Reinforcing Plates,,,,,,,,,,,,
1732,Vauquelin Laurentis from Aurelmeval,Chaos Surfer,Twilight Blade,Shadow of Darkness,Shadow of the Moon,Bedlam,Shadow of the Bat,Blur,Vanishing Act,Sidestep,Leg Day,Lethal Focus,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,Immovable,Mainframe,Forbidden Knowledge,Deep Insights,Senior,Blast Armor,Fortify,Muse,Quick Thinker,Shardstorm Accelerant,Brain Drain,Revelation,,,,,,,,,,,,,Hyper Ammo,Charged Ammo,Deadeye,Exposed Weaknesses,Resourceful,Repositioning,Hyper Propulsion,Fragmenting Ammo,Hypersonic Payload,Speed Loader,High Velocity Shells,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,The Enchantgleaming Psilady Ephyrae Qylaris,,,,,,,,,,,,,Chaos Diver,Enhanced Strength,Kabooooom!,War Cry,Madhouse,Brute,Durasteel Haft,Micro Explosives,Titan's Force,Seethe,Drums of War,Heavy Hands,,,,,,,,,,,,,Scent of Weakness,Overclock,Deep Insights,Aegis,Senior,Reinforcing Plates,Fortify,Quick Thinker,Shardstorm Accelerant,Brain Drain,Revelation,Quantum Core,,,,,,,,,,,,,,,,,,,,,,,,,Powered Weapon,Cleansing Fire,Breath II,Whirlwind,Indomitable,Room to Grow,Picomedics,Arm of Justice,Titan Blood,Gift of the Shards,Breath IV,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
2389,Lysandre Laurevelle from Solmirande,Chaos Diver,Blur,Vanishing Act,Night Edge,Shadow of the Bat,Pandemonium,Shadow of Darkness,Blood Sport,Bedlam,Meditation,Leg Day,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Charged Ammo,Fast Feet,Barbed Ammo,Repositioning,Ascertain Weakness,Hyper Propulsion,Hyper Ammo,Boots of the Dervish,High Velocity Shells,Skedaddle,Deadshot,Breath I,Light's Touch,Arm of Justice,Breath II,Battle School Faculty,Room to Grow,Refreshing Jog,Whirlwind,Vow of Revenge,Nanomedics,Hunter,Steel Tornado,,,,,,,,,,,,,,,,,,,,,,,,
3630,Vigier Montreval from the Moonlit Moor,,,,,,,,,,,,,Anarchy,Battle Roar,Thrill of Battle,Micro Explosives,Madhouse,Primal Scream,Enhanced Strength,Chaos Diver,Drums of War,Seethe,Brute,"Gym, Tan, Laundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Fortify,Resolute,Aegis,Planned Retreat,Reinforcing Plates,Honor Guard,Armored Backpack,Royal Guard,Beefup,Turtle Up,Warden,Blur,Cloaking Drone,Decoy,Sophomore,Revelation,Junior,Vanishing Act,Scouting Drones,Fog Trap,Quick Thinker,Brain Drain,Elemental Extraction
2069,Ambassador Elyvia Vaeshalor,Blur,Twilight Blade,Night Edge,Bedlam,Shadow of the Moon,Shadow of the Imp,Chaos Diver,Vanishing Act,Sidestep,Shadow of the Bat,Midnight Whisper,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,Muse,Fortify,Shardstorm Accelerant,Deep Insights,Brain Drain,Revelation,Sightsee,Immovable,Overclock,Blast Armor,Senior,Quantum Core,Haste,Shard Research,Sharder Mk II,Time Warp,Improved Extraction,Accelerate,Sharder Mk I,Moment,Pulsar,Nimble,Home Field Advantage,Shard Frenzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,Caramel Antheian,Twilight Blade,Chaos Surfer,Blur,Shadow of the Moon,Night Edge,Shadow of the Imp,Shadow of Darkness,Vanishing Act,Meditation,Sidestep,Midnight Whisper,Pandemonium,,,,,,,,,,,,,Breath I,Flux,Podiatric Nanobots,Extra Phalanges,Harvesting Sensors,Breath IV,Bioreloader,Extract Essence,Harmonic Inferon,Reactive Healing,Apotheosis,Rapid Regeneration,Muse,Fortify,Shardstorm Accelerant,Deep Insights,Blast Armor,Brain Drain,Sightsee,Mainframe,Aegis,Senior,Reinforcing Plates,Revelation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,Robert Querbault from the Twisting Fens,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Mitosis,Reactive Healing,Harvesting Sensors,Harvesting Augment,Lightspeed,Bioreloader,Harmonic Inferon,Extra Phalanges,Regenerative Plates,Breath IV,Rapid Regeneration,Mainframe,Scent of Weakness,Muse,Shardstorm Accelerant,Reinforcing Plates,Senior,Sightsee,Fortify,Deep Insights,Quick Thinker,Brain Drain,Blast Armor,,,,,,,,,,,,,Fragmenting Ammo,Deadeye,Speed Loader,Leg Day,Barbed Ammo,Repositioning,Charged Ammo,Boots of the Dervish,Fast Feet,Resourceful,High Velocity Shells,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Thrilling Varrin Violette,,,,,,,,,,,,,Chaos Surfer,Frenzy,Thrill of Battle,Titan's Force,Madhouse,Seethe,Anarchy,Enhanced Strength,Kabooooom!,Drums of War,Micro Explosives,Brute,,,,,,,,,,,,,Scent of Weakness,Fortify,Quick Thinker,Overclock,Brain Drain,Senior,Muse,Shardstorm Accelerant,Aegis,Deep Insights,Quantum Core,Reinforcing Plates,,,,,,,,,,,,,,,,,,,,,,,,,Refreshing Jog,Powered Weapon,Whirlwind,Arm of Justice,Titan Blood,Breath IV,Order Armor,Breath II,Vow of Revenge,Valor's Reward,Room to Grow,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
2900,Chieftain Glen,,,,,,,,,,,,,Anarchy,Enhanced Strength,Micro Explosives,Kabooooom!,Madhouse,Brute,Chaos Surfer,Durasteel Haft,Drums of War,Seethe,Titan's Force,Primal Scream,,,,,,,,,,,,,,,,,,,,,,,,,Sharder Mk I,Nimble,Pulsar,Dimension Shift,Time Dilation,Marathoner,Speedrun,Moment,Shard Research,Time Warp,Shard Frenzy,Accelerate,,,,,,,,,,,,,Powered Weapon,Light's Touch,Arm of Justice,Valor's Reward,Nanomedics,Room to Grow,Cleansing Fire,Whirlwind,Vow of Revenge,Titan Blood,Breath II,Hunter,,,,,,,,,,,,,,,,,,,,,,,,
3394,Psilady Glimmerrun-Sinclair,,,,,,,,,,,,,Chaos Surfer,Enhanced Strength,Micro Explosives,Thrill of Battle,War Cry,Primal Scream,Durasteel Haft,Drums of War,Kabooooom!,Madhouse,Titan's Force,"Gym, Tan, Laundry",,,,,,,,,,,,,,,,,,,,,,,,,Fast Travel,Shard Research,Sharder Mk II,Speedrun,Nimble,"Creighton, AI Advisor",Haste,Cover Expert,Pulsar,Moment,Matrix Building,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Fortify,Beef,Guardian,Royal Guard,Aegis,Reinforcing Plates,Order Armor,Bulwark,Resolute,Planned Retreat,Turtle Up,Warden,,,,,,,,,,,,
2249,Nicandor-Guiscard from the Farmlands,Twilight Blade,Vanishing Act,Night Edge,Shadow of the Moon,Leg Day,Pandemonium,Chaos Surfer,Blood Sport,Shadow of the Bat,Sidestep,Shadow of the Imp,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,Sightsee,Muse,Fortify,Aegis,Quick Thinker,Senior,Immovable,Scent of Weakness,Overclock,Forbidden Knowledge,Brain Drain,Revelation,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Titan Blood,Breath II,Battle School Faculty,Whirlwind,Breath IV,Order Armor,Exercise Regimen,Arm of Justice,Nanomedics,Hunter,Light's Avatar,,,,,,,,,,,,,,,,,,,,,,,,
3476,The Unearthly Professor Melandril Cooke,,,,,,,,,,,,,,,,,,,,,,,,,Flux,Harmonic Inferon,Breath III,Health Augment,Reactive Healing,Accelerate,Breath I,Extra Phalanges,Harvesting Augment,Metamorphosis,Lightspeed,Rapid Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef,Armored Backpack,Resolute,Guardian,Beefup,Praetorian,Fortify,Combat Training,Royal Guard,Aegis,Turtle Up,Reinforcing Plates,Blur,Elemental Velocity,Sidestep,Freshman,Now You See Me...,Elemental Extraction,Cloaking Drone,Sophomore,Scouting Drones,Junior,Revelation,Brain Drain
2599,Professor Sanson Rosvaller,,,,,,,,,,,,,,,,,,,,,,,,,Picomedics,Fortified Muscles,Flux,Extra Phalanges,Consume,Rapid Regeneration,Breath I,Bioreloader,Metamorphosis,Harvesting Augment,Apotheosis,Breath IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order Armor,Momentum,Beef,Beefup,Resolute,Reinforcing Plates,Armored Backpack,Fortify,Guardian,Aegis,Warden,Turtle Up,Vanishing Act,Freshman,Sophomore,Sidestep,Revelation,Junior,Blur,Quick Thinker,Scouting Drones,Decoy,Elemental Extraction,Brain Drain
2113,Seeker Eaelira Aenobarx,,,,,,,,,,,,,Anarchy,Chaos Surfer,Enhanced Strength,Madhouse,Kabooooom!,Heavy Hands,Battle Roar,Frenzy,Drums of War,Micro Explosives,Thrill of Battle,Brute,,,,,,,,,,,,,Muse,Fortify,Overclock,Shardstorm Accelerant,Brain Drain,Reinforcing Plates,Scent of Weakness,Quick Thinker,Forbidden Knowledge,Deep Insights,Senior,Blast Armor,Sharder Mk I,Dimension Shift,Shard Research,Moment,Accelerate,Marathoner,Haste,Nimble,Speedrun,"Creighton, AI Advisor",Shard Frenzy,Matrix Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,Unseen Arthea Ephiral,Chaos Surfer,Vanishing Act,Blur,Night Edge,Shadow of the Moon,Pandemonium,Shadow of Darkness,Twilight Blade,Blood Sport,Shadow of the Bat,Lethal Focus,Midnight Whisper,,,,,,,,,,,,,,,,,,,,,,,,,Sightsee,Scent of Weakness,Immovable,Deep Insights,Forbidden Knowledge,Brain Drain,Muse,Mainframe,Overclock,Quick Thinker,Revelation,Senior,Moment,Fast Feet,Sharder Mk II,Shard Research,Speedrun,Accelerate,Nimble,Dimension Shift,Pulsar,Repositioning,Home Field Advantage,"Creighton, AI Advisor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,Calyss Mistgazer from Dying Astraevyn,,,,,,,,,,,,,Enhanced Strength,Battle Roar,Chaos Diver,Kabooooom!,Micro Explosives,Titan's Force,Anarchy,Frenzy,Seethe,Drums of War,Madhouse,Heavy Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breath I,Cleansing Fire,Whirlwind,Battle School Faculty,Breath II,Hunter,Picomedics,Titan Blood,Arm of Justice,Gift of the Shards,Steel Tornado,Light's Avatar,,,,,,,,,,,,,Shadow of Darkness,Vanishing Act,Decoy,Brain Drain,Revelation,Now You See Me...,Elemental Velocity,Sophomore,Sidestep,Junior,Elemental Extraction,Blurring Movement
2227,Opulent Consul Faltheron-Echionax,Shadow of Darkness,Blur,Vanishing Act,Shadow of the Moon,Bedlam,Shadow of the Imp,Twilight Blade,Chaos Diver,Meditation,Sidestep,Shadow of the Bat,Pandemonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyper Propulsion,Exposed Weaknesses,Marksman,Boots of the Dervish,Barbed Ammo,Repositioning,Fragmenting Ammo,Charged Ammo,Hyper Ammo,Speed Loader,High Velocity Shells,Skedaddle,Breath I,Light's Touch,Breath II,Whirlwind,Valor's Reward,Hunter,Powered Weapon,Arm of Justice,Titan Blood,Battle School Faculty,Steel Tornado,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
2115,Master Elarith Vaelinor,,,,,,,,,,,,,,,,,,,,,,,,,Mitosis,Picomedics,Harvesting Sensors,Breath III,Metamorphosis,Lightspeed,Bioreloader,Breath I,Regenerative Plates,Harvesting Augment,Accelerate,Rapid Regeneration,Immovable,Scent of Weakness,Shardstorm Accelerant,Quick Thinker,Revelation,Brain Drain,Muse,Fortify,Forbidden Knowledge,Deep Insights,Quantum Core,Blast Armor,,,,,,,,,,,,,Fragmenting Ammo,Deadeye,Boots of the Dervish,Speed Loader,Fast Feet,High Velocity Shells,Hyper Propulsion,Exposed Weaknesses,Repositioning,Resourceful,Barbed Ammo,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,Incantwhispering Uryndel,Chaos Diver,Twilight Blade,Vanishing Act,Shadow of the Bat,Lethal Focus,Pandemonium,Shadow of Darkness,Blood Sport,Blur,Bedlam,Shadow of the Moon,Shadow of the Imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Hyper Propulsion,Speed Loader,Barbed Ammo,Boots of the Dervish,Skedaddle,Charged Ammo,Hypersonic Payload,High Velocity Shells,Repositioning,Sharpshooter,Ascertain Weakness,Breath I,Refreshing Jog,Battle School Faculty,Breath II,Light's Embrace,Steel Tornado,Powered Weapon,Whirlwind,Arm of Justice,Titan Blood,Gift of the Shards,Room to Grow,,,,,,,,,,,,,,,,,,,,,,,,
3345,The Colleague of the Ambassador,Shadow of Darkness,Blur,Blood Sport,Bedlam,Leg Day,Midnight Whisper,Chaos Surfer,Twilight Blade,Meditation,Shadow of the Bat,Shadow of the Moon,Pandemonium,,,,,,,,,,,,,Flux,Picomedics,Extra Phalanges,Breath III,Rapid Regeneration,Lightspeed,Breath I,Bioreloader,Harvesting Augment,Breath IV,Apotheosis,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Fragmenting Ammo,Hyper Propulsion,Hypersonic Payload,High Velocity Shells,Repositioning,Speed Loader,Eagle Eye,Exposed Weaknesses,Hyper Ammo,Barbed Ammo,Boots of the Dervish,Skedaddle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,Helionor-Artemidor from Argentaris,,,,,,,,,,,,,Anarchy,Enhanced Strength,Micro Explosives,Seethe,Thrill of Battle,Brute,Chaos Surfer,Battle Roar,Kabooooom!,Drums of War,Titan's Force,"Gym, Tan, Laundry",Breath I,Bioreloader,Nanomedics,Harvesting Sensors,Rapid Regeneration,Lightspeed,Flux,Extract Essence,Harvesting Augment,Extra Phalanges,Accelerate,Breath IV,Muse,Immovable,Aegis,Forbidden Knowledge,Revelation,Blast Armor,Scent of Weakness,Sightsee,Shardstorm Accelerant,Quick Thinker,Quantum Core,Brain Drain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,"Livia ""Caramel"" Laurentius",,,,,,,,,,,,,,,,,,,,,,,,,Mitosis,Breath I,Metamorphosis,Consume,Breath III,Rapid Regeneration,Bioreloader,Flux,Health Augment,Harvesting Sensors,Harvesting Augment,Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,Eagle Eye,Fragmenting Ammo,Sharpshooter,Boots of the Dervish,Barbed Ammo,Deadshot,Charged Ammo,Fast Feet,Repositioning,Speed Loader,Concealment,Skedaddle,,,,,,,,,,,,,Beef,Fortify,Armored Backpack,Bulwark,Resolute,Praetorian,Immovable,Combat Training,Honor Guard,Royal Guard,Warden,Turtle Up,,,,,,,,,,,,
